author,comment,time,votes,clean,clean_nostop
@favouridechukwuka2390,Daddy Wizkid yesterday Wizkid,4 years ago,0,daddy wizkid yesterday wizkid,daddy wizkid yesterday wizkid
@favouridechukwuka2390,Trump trump trump super dancer super dancer super dancer super dancer super dancer,4 years ago,0,trump trump trump super dancer super dancer super dancer super dancer super dancer,trump trump trump super dancer super dancer super dancer super dancer super dancer
@purgeac_yt655,"Oh my n** Mark, you still the same, looking good though 🤣🤣🤣🤣🤣🤣🤣🤣",4 years ago,0,oh my n mark you still the same looking good though,oh mark still looking good though
@joiyb4523,Yong Man You're Saying Tump Oya Say it Again 😂😂😂,4 years ago,1,yong man you're saying tump oya say it again,yong man saying tump oya say
@bediisbedi8965,Funny😂😂😂😂😂😂😂😂😂😂😂😂😊😂😂😂🤣🤣🤣😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,4 years ago,0,funny,funny
@zankyfancon6085,Anyone here in  2021,4 years ago,0,anyone here in 2021,anyone 2021
@konsamloyangambasingh892,Omg!!! Seems yesterday only you have been asking for 1M subscriber. But now you have reached 7.7M subscriber . Kudos😜😜😜,4 years ago,0,omg seems yesterday only you have been asking for 1m subscriber but now you have reached 7 7m subscriber kudos,omg seems yesterday asking 1m subscriber reached 7m subscriber kudos
@kadishaleatham2454,Denison  trump is bad,4 years ago,1,denison trump is bad,denison trump bad
@raven_playz2081,"""THIS IS TRUMP, TRUMP BABY TRUMP!!!",4 years ago,1,this is trump trump baby trump,trump trump baby trump
@qhekutoshohe4093,Actually mark angel guy act too much fool......,4 years ago,0,actually mark angel guy act too much fool,actually mark angel guy act much fool
@jarvizz-yt9582,emmanuella make denilson make mad haah,4 years ago,0,emmanuella make denilson make mad haah,emmanuella make denilson make mad haah
@samueltadesseabebe5463,I can stop laughing 😂😂😂😂😂,4 years ago,0,i can stop laughing,stop laughing
@onicasquires,I love watching Mark angel comedy it make me happy and make me laugh when I'm feeling down ❤️❤️❤️💕💕💕💕💕💕,4 years ago,1,i love watching mark angel comedy it make me happy and make me laugh when i'm feeling down,love watching mark angel comedy make happy make laugh feeling
@aaliyah-xtbs,Lol😂,4 years ago,0,lol,lol
@aaliyah-xtbs,THIS IS  SO FUNNY  LOVE FROM SOMALIA,4 years ago,0,this is so funny love from somalia,funny love somalia
@jacquelineseay6774,😁😎,4 years ago,0,,
@joiyb4523,Wow that is So Funny 😂😂😂,4 years ago,1,wow that is so funny,wow funny
@Justkaylaplayz,i am in laguhter from watching this,4 years ago,1,i am in laguhter from watching this,laguhter watching
@goeyteng1528,Denilson sound like minecraft villager,4 years ago,1,denilson sound like minecraft villager,denilson sound like minecraft villager
@poisonedxboxyt,DEMONITISATION 101,4 years ago,0,demonitisation 101,demonitisation 101
@theaondracawley5441,"Dwl, Trump Denilson the best.",4 years ago,0,dwl trump denilson the best,dwl trump denilson best
@dianawatiangu1579,Can I chat with Emmanuela,4 years ago,1,can i chat with emmanuela,chat emmanuela
@zhorae3508,Watch kanye west baby that is the part 2 and u can like me later,4 years ago,0,watch kanye west baby that is the part 2 and u can like me later,watch kanye west baby part like later
@joiyb4523,🎂📱,4 years ago,1,,
@abiolaambrose9164,Trump dead,4 years ago,0,trump dead,trump dead
@SyamAxylum93,I lovebDenilson wgen he still on Mark team rather than his own comedy.. 😔😔😔,4 years ago,0,i lovebdenilson wgen he still on mark team rather than his own comedy,lovebdenilson wgen still mark team rather comedy
@renlo1314,"Last time i saw this, i was only laughing about the troll
It's been 2 years now and i'm laughing about the hidden messages in the vid. 
In real life, a mad person is exactly who you look like when trying to imitate and act after a culture that you weren't born with. 
This video, i think, is by far the best one you guys ever made.",4 years ago,1,last time i saw this i was only laughing about the troll it's been 2 years now and i'm laughing about the hidden messages in the vid in real life a mad person is exactly who you look like when trying to imitate and act after a culture that you weren't born with this video i think is by far the best one you guys ever made,last time saw laughing troll years laughing hidden messages vid real life mad person exactly look like trying imitate act culture born video think far best one guys ever made
@fw.gojo0009,😂😂😂😂😂💩💩,4 years ago,0,,
@jhadieboo2283,The earth is smelling,4 years ago,3,the earth is smelling,earth smelling
@Platez55,Homemade trump😂😂,4 years ago,0,homemade trump,homemade trump
@rinzler387,Ive watched this 'bout a thousand times so 😂😂😂,4 years ago,0,ive watched this 'bout a thousand times so,ive watched 'bout thousand times
@frohugo75,Put em back to hospital,4 years ago,0,put em back to hospital,put em back hospital
@mahendrasarsambe9394,Please bring back Denilson,4 years ago,0,please bring back denilson,please bring back denilson
@nataliomarrime2530,"""Doctor u said u were perceiving it, how come are u not taking the injection!?""",4 years ago,0,doctor u said u were perceiving it how come are u not taking the injection,doctor said perceiving come taking injection
@UNZ_TY,Love from ireland your vids are the best,4 years ago,1,love from ireland your vids are the best,love ireland vids best
@dappiah6,Jesus Loves You!!,4 years ago,0,jesus loves you,jesus loves
@nsabimanajeanberchmans4641,You're right,4 years ago,0,you're right,right
@mentallyill12ki80,"Lol I remember the day My cousin came from north America , and he forgot his west African sense after that my mom had to put some serious  sense in him.😂😂🤣",4 years ago,0,lol i remember the day my cousin came from north america and he forgot his west african sense after that my mom had to put some serious sense in him,lol remember day cousin came north america forgot west african sense mom put serious sense
@theylovebrie4,Anyone  here in 2021,4 years ago (edited),2,anyone here in 2021,anyone 2021
@Ritathebestedit24,🤣🤣🤣🤣,4 years ago,1,,
@Aniah11367,You mean 2021,4 years ago,1,you mean 2021,mean 2021
@rakshitharachu649,"Love from indiaa 😍
The way denilson uncle say shu men shu 😅drives away all my stress 😂😂🤣",4 years ago,14,love from indiaa the way denilson uncle say shu men shu drives away all my stress,love indiaa way denilson uncle say shu men shu drives away stress
@Horanghae_Junanghae9696,He have said the n words,4 years ago,1,he have said the n words,said words
@slowdns3694,How many of you miss denilson,4 years ago,0,how many of you miss denilson,many miss denilson
@Flarejamstudio1,i had to stop whatching because i was loughing so hard i nearly stopped breathing....the smelling part😂😂😂😅,4 years ago,0,i had to stop whatching because i was loughing so hard i nearly stopped breathing the smelling part,stop whatching loughing hard nearly stopped breathing smelling part
@nalyssajoseph5790,The laughing from the background is making it more funny,4 years ago,0,the laughing from the background is making it more funny,laughing background making funny
@sasmitaaich7552,I am from India I like your video so much,4 years ago,0,i am from india i like your video so much,india like video much
@justtahagoodthings695,Denilson: Something is Smelling,4 years ago,0,denilson something is smelling,denilson something smelling
@elroyhendrickson95,I don't like this 😕 😞 😭😭,4 years ago,0,i don't like this,like
@dorothyndonde9339,I actually smelled that chicken poop,4 years ago,0,i actually smelled that chicken poop,actually smelled chicken poop
@weslykigen4687,Wat of today,4 years ago,0,wat of today,wat today
@karabomphuti1882,Denilson have mad ooooh 😂😂😂,4 years ago,0,denilson have mad ooooh,denilson mad ooooh
@rachelsmith3233,this is not we learn in usa i am in usa right now,4 years ago,0,this is not we learn in usa i am in usa right now,learn usa usa right
@NotJules15,"Denilson, this one your hair and beard is rough like this 😂😂😂",4 years ago,2,denilson this one your hair and beard is rough like this,denilson one hair beard rough like
@anshikaa959,"Love you guys

Love from india",4 years ago,0,love you guys love from india,love guys love india
@miles-iv9np,Why is common instead of come on,4 years ago,0,why is common instead of come on,common instead come
@miles-iv9np,Why the subtitles are incorrect,4 years ago (edited),0,why the subtitles are incorrect,subtitles incorrect
@chrisahn8483,"The permissible weasel ultrasonically wander because breath endogenously strip a a aboriginal bangladesh. grouchy, silent stove",4 years ago,0,the permissible weasel ultrasonically wander because breath endogenously strip a a aboriginal bangladesh grouchy silent stove,permissible weasel ultrasonically wander breath endogenously strip aboriginal bangladesh grouchy silent stove
@jeremymoussaouyi2304,Hahahahahahaahahahahahahha,4 years ago,0,hahahahahahaahahahahahahha,hahahahahahaahahahahahahha
@jeremymoussaouyi2304,Ahha,4 years ago,0,ahha,ahha
@jeremymoussaouyi2304,Trump,4 years ago,0,trump,trump
@jeremymoussaouyi2304,Haha,4 years ago,0,haha,haha
@barna-rayhumphrey5214,😂😂😂😂😂😂😂😂😂😂😂😂😂,4 years ago,1,,
@siphosethumnyakeni5496,This guy is crazy,4 years ago,0,this guy is crazy,guy crazy
@judyprecious9353,2021 anyone?,4 years ago,1,2021 anyone,2021 anyone
@rovillian3rblx981,Dame do not say nigga it is a racist word,4 years ago,0,dame do not say nigga it is a racist word,dame say nigga racist word
@purgeac_yt655,"'' Oh my n** Mark, You look the same looking good though"" 🤣🤣🤣🤣🤣🤣🤣",4 years ago,0,'' oh my n mark you look the same looking good though,'' oh mark look looking good though
@saskiasinester8736,Emma did it thats why everything is smelling 😂😂 thats too funny,4 years ago,0,emma did it thats why everything is smelling thats too funny,emma thats everything smelling thats funny
@saskiasinester8736,😂😂,4 years ago,0,,
@neillcreates._.06,🤣🤣🤣🤣🤣,4 years ago,0,,
@kicreator7036,“Put me down right now!” 😂😂😂,4 years ago,12,put me down right now,put right
@gamingwithcaleb91,Hey Denilson have run mad ooooooo,4 years ago,0,hey denilson have run mad ooooooo,hey denilson run mad ooooooo
@marcenatnadialie884,This is so funny,4 years ago,0,this is so funny,funny
@jamalcox1569,"Watching from guyana 🇬🇾, very much enjoying it",4 years ago,0,watching from guyana very much enjoying it,watching guyana much enjoying
@DeAndreOfficialChannel,7:10 hope your not taking injection 🤣🤣🤣🤣🤣,4 years ago,3,7 10 hope your not taking injection,10 hope taking injection
@jacquelineseay6774,😁,4 years ago,0,,
@lix_jk1736,He's smelly his nose but search everything,4 years ago (edited),1,he's smelly his nose but search everything,smelly nose search everything
@namhlaokuhlemngxati9163,Lol,3 years ago,0,lol,lol
@ajaytawe9948,Anyone here in 2021 🤣😂,4 years ago,0,anyone here in 2021,anyone 2021
@sv7gaming160,This is trump baby,4 years ago,0,this is trump baby,trump baby
@kebbasjuwarathepanaceapoet6036,We miss Denilson oo,4 years ago,0,we miss denilson oo,miss denilson oo
@bukolaidowu1991,You mean Joe Biden,4 years ago,0,you mean joe biden,mean joe biden
@purpelvortex,"""Even this place, something is smelling"" got me 🤣🤣🤣",4 years ago,4,even this place something is smelling got me,even place something smelling got
@carolmabetha7523,Denilson igwe and mark angel made a good team.,4 years ago,0,denilson igwe and mark angel made a good team,denilson igwe mark angel made good team
@katuwilson8125,I like this video. Mark. angel comedy funny,4 years ago,0,i like this video mark angel comedy funny,like video mark angel comedy funny
@dariking4052,I love this I you’s to watch this with my AFRICAN and ROMANIAN family thank you 🙏 so much mark angel 😇 you make my day 😊😊,4 years ago,1,i love this i you s to watch this with my african and romanian family thank you so much mark angel you make my day,love watch african romanian family thank much mark angel make day
@lise-saskiaashleyjoseph8318,I love when Emmanuella put the poop in uncle Denilson laugh so much 🤣🤣🤣🤣,4 years ago,1,i love when emmanuella put the poop in uncle denilson laugh so much,love emmanuella put poop uncle denilson laugh much
@Godofdavid,Something was smelling 🤣,4 years ago,0,something was smelling,something smelling
@richardlindsay448,😂😂😂😂😂😂😂😂😂😂☝🏾🇯🇲✊🏿,4 years ago,0,,
@butterflies7197,This man did not just call Mark the N-word,4 years ago,0,this man did not just call mark the n word,man call mark word
@ceciliaahenkoraadarkwa3525,🎂🚗😙😘😃🥰😄😜☺️😳😊❤️🎈🥫🚗❣️👌🙏💕😘🍾🥂🎂💩😊💜🎉🎁😃💖☺️💓💯👍😍💗🏡🥰😄🥰😳😳🎸💞👋😂🏘️,4 years ago,0,,
@keyuant,0:21 what the f*ck did u say?,4 years ago,0,0 21 what the f ck did u say,21 ck say
@JoshuaFreirezDoesMinecraft,"The spotless tail simulteneously stain because finger aesthetically miss than a verdant engineer. rebel, craven buffer",4 years ago,0,the spotless tail simulteneously stain because finger aesthetically miss than a verdant engineer rebel craven buffer,spotless tail simulteneously stain finger aesthetically miss verdant engineer rebel craven buffer
@johnsonharry4231,This is the last time we r seeing Denilson,4 years ago,0,this is the last time we r seeing denilson,last time seeing denilson
@shivaarjeeawon8806,0:22 ummmm wat tha hell!?,4 years ago,1,0 22 ummmm wat tha hell,22 ummmm wat tha hell
@cyber_acebgbmgo1333,Fun fact: people who ae not foreigners they only know is wassup man,4 years ago,0,fun fact people who ae not foreigners they only know is wassup man,fun fact people ae foreigners know wassup man
@cyber_acebgbmgo1333,This is actually so true right now im filipino and im from philippines and also my cousin acts like a america the this is one of my reasons why i dont wanna come to united states of america its because when ever we will se a black dude he wil start saying Wassup my homie wassup my nigga he learn those in gta v,4 years ago,0,this is actually so true right now im filipino and im from philippines and also my cousin acts like a america the this is one of my reasons why i dont wanna come to united states of america its because when ever we will se a black dude he wil start saying wassup my homie wassup my nigga he learn those in gta v,actually true right im filipino im philippines also cousin acts like america one reasons dont wanna come united states america ever se black dude wil start saying wassup homie wassup nigga learn gta
@stevenpaulponaganti8624,So glad to see Denilson Back,4 years ago,0,so glad to see denilson back,glad see denilson back
@ruthannrussell9600,It has been two years and I am still watching this comedy 😂😂,4 years ago,52,it has been two years and i am still watching this comedy,two years still watching comedy
@dashadnottage699,Ha😂,4 years ago,0,ha,ha
@cjoseph29654,its the nigga mark for for mr anyone in2021 watching.,4 years ago,0,its the nigga mark for for mr anyone in2021 watching,nigga mark mr anyone in2021 watching
@kevintv8377,emanuella such a idiot,4 years ago,0,emanuella such a idiot,emanuella idiot
@pinkcatz00,The earth is smelling 🤣🤣🤣,4 years ago,0,the earth is smelling,earth smelling
@mary-janeokpala7972,",😂😂😂😂😂😂",4 years ago,0,,
@steve_agatsuma007,"Love from India,Mizoram",4 years ago,0,love from india mizoram,love india mizoram
@nadiacharles9341,🤣🤣🤣🤣🤣🤣,4 years ago,0,,
@irenewon2867,The,4 years ago,0,the,
@stay_peachyzzz8351,Chinkeke kidema,4 years ago,0,chinkeke kidema,chinkeke kidema
@stay_peachyzzz8351,Lololololololo,4 years ago,0,lololololololo,lololololololo
@robloxwithmarvelous1600,Love from USA,4 years ago,0,love from usa,love usa
@SimplyDami12,We don't do Trump here it's Buhari that we do lol,4 years ago (edited),1,we don't do trump here it's buhari that we do lol,trump buhari lol
@komerarabeua4113,OMG all these videos of Mark Angel comedy is bringing tears into my eyes.🤣🤣🤣🤣🤣🤣 love from Fiji😘😘😘,4 years ago,0,omg all these videos of mark angel comedy is bringing tears into my eyes love from fiji,omg videos mark angel comedy bringing tears eyes love fiji
@carolinekihumba1176,I'm from Africa and I love it so much but I'm in America and I want to go back,4 years ago,0,i'm from africa and i love it so much but i'm in america and i want to go back,africa love much america want go back
@johnwakahiu9148,🤣🤣🤣🤣Denisil  my guy,4 years ago,0,denisil my guy,denisil guy
@janettedington9176,"The eager vest peroperativly colour because peen minimally tumble alongside a phobic salad. well-to-do, public quince",4 years ago,0,the eager vest peroperativly colour because peen minimally tumble alongside a phobic salad well to do public quince,eager vest peroperativly colour peen minimally tumble alongside phobic salad well public quince
@peterkarume581,🤣🤣🤣🤣🤣,4 years ago,0,,
@binti_jannet,Denilson should be back officially 2021🤣🤣🤣🤣,4 years ago (edited),0,denilson should be back officially 2021,denilson back officially 2021
@chichuthirupathi,Ha Ha ha 😂😂😂,4 years ago,0,ha ha ha,ha ha ha
@MaliyahBatchilly,"😢hi
This account is not real 😂",1 year ago,1,hi this account is not real,hi account real
@w3nd328,Please guys I beg you do at least one more skit with denilson I wanna see it again please I’m one of your fan give me that at least please,4 years ago,0,please guys i beg you do at least one more skit with denilson i wanna see it again please i m one of your fan give me that at least please,please guys beg least one skit denilson wanna see please one fan give least please
@amekalatifahnickiminaj,dml.........,4 years ago,0,dml,dml
@shaad-hk6vk,😆😆😆😃,4 years ago,0,,
@cherishiriogbe4571,Im a Nigerian  and i live in north America and i don't  even talk like this 🤣😂🤣,4 years ago,0,im a nigerian and i live in north america and i don't even talk like this,im nigerian live north america even talk like
@NingaWay,My nigga mark😂,4 years ago,0,my nigga mark,nigga mark
@EpiclyBlueMoon,0:21 holy shit,4 years ago,0,0 21 holy shit,21 holy shit
@rinahmpofu5334,Shuuu man,4 years ago,0,shuuu man,shuuu man
@ajpersona,2021? Anyone?,4 years ago,1,2021 anyone,2021 anyone
@luishun0745,Did he say shoe or shoo,4 years ago,0,did he say shoe or shoo,say shoe shoo
@jeambacalo3196,Denilson was the best!,4 years ago,0,denilson was the best,denilson best
@olivia3674,WHEN HE SAID. UR CUTE TO EMANUELLA SHE WAS LIKE IM NOT CUTE,4 years ago,1,when he said ur cute to emanuella she was like im not cute,said ur cute emanuella like im cute
@carolndwigah5797,I love you guys are the best funny comedy show 🧡💚💙💙💞💕😃😅🤣🐒🥰😍🤩💕💞💋👍💪🌹🌺🌸🌈,4 years ago,1,i love you guys are the best funny comedy show,love guys best funny comedy show
@lyndachinenyeikejiaku8944,Don't do trump 😂😂😂😂😅,4 years ago,1,don't do trump,trump
@Seasonedhunter114,Why Denilson is no longer doing comdey with mark angel?,4 years ago,0,why denilson is no longer doing comdey with mark angel,denilson longer comdey mark angel
@cofchege,Denilson was always the best,4 years ago,0,denilson was always the best,denilson always best
@isimbisoniaines29,Love from Rwanda 🇷🇼,4 years ago,0,love from rwanda,love rwanda
@aliciadaure5948,After i watched this i was laughing 🤣🤣🤣🤣🤣,4 years ago,0,after i watched this i was laughing,watched laughing
@islanderobart7217,WOW !! You guys are phenomenal 👍🏽❤️❤️❤️❤️👍🏽🎺❤️👍🏽,4 years ago,0,wow you guys are phenomenal,wow guys phenomenal
@Besami,"Was I the only one who thought this was about the ""Make America great again"" president??😂🤣😂🤣",4 years ago,0,was i the only one who thought this was about the make america great again president,one thought make america great president
@mgk4908,Is that success by the gate?🤣,4 years ago,0,is that success by the gate,success gate
@destichikwe,this aged well lmfaooo,4 years ago,0,this aged well lmfaooo,aged well lmfaooo
@nyomecharles3653,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😶😂😂😂😂😂😂😂😂haaaaaa aaaaaaaaaaaaaaaaaa,4 years ago,0,haaaaaa aaaaaaaaaaaaaaaaaa,haaaaaa aaaaaaaaaaaaaaaaaa
@gandangpinay2158,"“You look like father Christmas who don’t have money” 😂😂😂
We had a neighbor like this, she went to Manila (Capital of the Philippines) then when she returns back to our province she acts like Denilson pretending like she’s not the province girl we knew before, but she still is 😂😂😂",4 years ago,78,you look like father christmas who don t have money we had a neighbor like this she went to manila capital of the philippines then when she returns back to our province she acts like denilson pretending like she s not the province girl we knew before but she still is,look like father christmas money neighbor like went manila capital philippines returns back province acts like denilson pretending like province girl knew still
@hashimabdi565,Chineke it's Trump men😅😅 Trump has kill me,4 years ago (edited),2,chineke it's trump men trump has kill me,chineke trump men trump kill
@zxcg7547,0:22 lol,4 years ago (edited),0,0 22 lol,22 lol
@Thandiwe.1234,I love you guys,4 years ago,1,i love you guys,love guys
@glorysuting7306,2021 knockdown,4 years ago,1,2021 knockdown,2021 knockdown
@margaretmaughn6923,Denlison lwge has gone mad.,4 years ago,1,denlison lwge has gone mad,denlison lwge gone mad
@myrlenedieuveillle2571,"0:50 We dont use to do 
 trump here o.
We used to do buhari 😭😂😭😂",4 years ago (edited),0,0 50 we dont use to do trump here o we used to do buhari,50 dont use trump used buhari
@StoriesGam,I'm  born and raised in the UK but I love to watch Africa I learn so much thing from Africa comedy 😁😘😘,4 years ago,16,i'm born and raised in the uk but i love to watch africa i learn so much thing from africa comedy,born raised uk love watch africa learn much thing africa comedy
@luisricardosantos2139,"Until 2021 it's now ""Biden"" today hahahahahahahaha",4 years ago,0,until 2021 it's now biden today hahahahahahahaha,2021 biden today hahahahahahahaha
@luisricardosantos2139,"0:21 The first ""N-word"" i heard from mark angel comedy hahahahahahahahahahahahahahahaha",4 years ago,0,0 21 the first n word i heard from mark angel comedy hahahahahahahahahahahahahahahaha,21 first word heard mark angel comedy hahahahahahahahahahahahahahahaha
@thamisoednah7173,What 😂😂😂😂😂,4 years ago,0,what,
@lucydacosta2856,6:27,4 years ago,1,6 27,27
@hadassahboateng8759,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,4 years ago,0,,
@mireilletusse9871,Your tricky emmauella is realy cute,4 years ago,0,your tricky emmauella is realy cute,tricky emmauella realy cute
@liliana1951,Whow much money do they have,4 years ago,0,whow much money do they have,whow much money
@annemaaac9899,So funny thanks I love it,4 years ago,0,so funny thanks i love it,funny thanks love
@memetrashbin3061,Trump has killed us all,4 years ago,1,trump has killed us all,trump killed us
@mr.g0d490,naaaaaaaa,4 years ago,0,naaaaaaaa,naaaaaaaa
@ndlandlamukowanga,Hahahaha 😅😂😅😅😂😅😂😅😂😅😂😅😂😅😂😅,1 year ago,2,hahahaha,hahahaha
@nakimulihairah798,Hahahahaa something is smelling😂😂😂😂😂😂😂😂😂,4 years ago,0,hahahahaa something is smelling,hahahahaa something smelling
@nakimulihairah798,Emmanuela shu shu...men...men🤣🤣🤣😂😂😂😂😂,4 years ago,0,emmanuela shu shu men men,emmanuela shu shu men men
@hazelrono9601,Si pendi vele ana sema men,4 years ago,0,si pendi vele ana sema men,si pendi vele ana sema men
@Beiuspeak,I laugh so much hahaha,4 years ago,0,i laugh so much hahaha,laugh much hahaha
@miwu8287,I have watched 50 times and i hope he would came back with you guys just like the good old days like COMBANTRIN,4 years ago,1,i have watched 50 times and i hope he would came back with you guys just like the good old days like combantrin,watched 50 times hope would came back guys like good old days like combantrin
@JK007-JD,😂🤣🤣😂🤣😂🤣😂,4 years ago,0,,
@janettedington9176,"The unkempt sand corroboratively wander because jellyfish contextually crawl athwart a onerous cabbage. unnatural, waggish cocktail",4 years ago,0,the unkempt sand corroboratively wander because jellyfish contextually crawl athwart a onerous cabbage unnatural waggish cocktail,unkempt sand corroboratively wander jellyfish contextually crawl athwart onerous cabbage unnatural waggish cocktail
@farajaomari2144,Men... men.. men..lol,4 years ago,0,men men men lol,men men men lol
@Infernoyolo222,"Denison was one of the best... 
I just want Denison back😇",4 years ago,0,denison was one of the best i just want denison back,denison one best want denison back
@toyinomidire340,Ikr,4 years ago,0,ikr,ikr
@toxicnoodle5146,I miss Uncle denison;(,4 years ago,0,i miss uncle denison,miss uncle denison
@shellonaustin6371,Men   men   men   men,4 years ago,1,men men men men,men men men men
@wilsonchadeleka2407,Omg  you look like father Christmas whose broke🤣🤣,4 years ago,0,omg you look like father christmas whose broke,omg look like father christmas whose broke
@clashoclan3371,He went from African to African American,4 years ago,1,he went from african to african american,went african african american
@rodahjebiwot8288,"Ya  
This.  Is.  Sooo.  Funny 😁 and my sisters.  Love. This. Episode it’s. So. Funny",4 years ago,0,ya this is sooo funny and my sisters love this episode it s so funny,ya sooo funny sisters love episode funny
@aphmaufangirl2036,I love mark angel comedy,4 years ago,0,i love mark angel comedy,love mark angel comedy
@Flavourblazzer3,Hahahahaha2020😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,4 years ago,0,hahahahaha2020,hahahahaha2020
@hamamule4060,Anyone here in 2021,4 years ago,1,anyone here in 2021,anyone 2021
@kokoumanah5902,I’m watching this in 2021Are you watching in 2021,4 years ago,0,i m watching this in 2021are you watching in 2021,watching 2021are watching 2021
@ellenharrison8914,"The doubtful fall morally care because quail additionly wave amongst a shut bit. guttural H habitual, kind nation",4 years ago,0,the doubtful fall morally care because quail additionly wave amongst a shut bit guttural h habitual kind nation,doubtful fall morally care quail additionly wave amongst shut bit guttural habitual kind nation
@thegreatentertainmentchann1772,Trump has killed me oh 😂😂,4 years ago,0,trump has killed me oh,trump killed oh
@00Cyclo,The world is smelling  😂😂😂 LOL.I love Denison,4 years ago,2,the world is smelling lol i love denison,world smelling lol love denison
@joymitchell392,I laughed the food out of my mouth 🤣😂🤣😂🤣,4 years ago,0,i laughed the food out of my mouth,laughed food mouth
@beenamaharaj9861,Doing a fantastic job,4 years ago,0,doing a fantastic job,fantastic job
@Officialblue51,Its making me laugh so hard🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣😁😁😁😁😁,4 years ago,0,its making me laugh so hard,making laugh hard
@kerethat1683,🤣🤣🤣🤣 you made a big mistake when you told Emanualla to !!!!shu 🤣🤣🤣🤣🤣🤣🤣🤣,4 years ago,0,you made a big mistake when you told emanualla to shu,made big mistake told emanualla shu
@kerethat1683,🤣🤣🤣🤣🤣🤣 everything is smelling 🤣🤣🤣🤣💯💯💯💯♥️♥️♥️♥️,4 years ago,0,everything is smelling,everything smelling
@kaelahtvshowandlivegaming6855,Anyone  here in 2021👍,4 years ago,0,anyone here in 2021,anyone 2021
@skarra3796,I miss Denilson,4 years ago,1,i miss denilson,miss denilson
@briyendimorris44,I hate you emmanuella👹👺👻👽👾🤖😾😼,4 years ago (edited),1,i hate you emmanuella,hate emmanuella
@andrewmanig6648,Trump,4 years ago,1,trump,trump
@yourdoingtoomuchbuddy,when delison does trappin,4 years ago,0,when delison does trappin,delison trappin
@amitangara1064,Who see that baze 10 is the doctor best caretaker 🤣🤣🤣🤣🤣🤣🤣🚴🤣,4 years ago,0,who see that baze 10 is the doctor best caretaker,see baze 10 doctor best caretaker
@piarowe2436,2021,4 years ago,0,2021,2021
@jtouray29,Emanuella Samuel,4 years ago,0,emanuella samuel,emanuella samuel
@jtouray29,This funny video is very Denilson igwe very like is clown.,4 years ago,0,this funny video is very denilson igwe very like is clown,funny video denilson igwe like clown
@semeremanchawi1228,Shu shu men shu,4 years ago,0,shu shu men shu,shu shu men shu
@semeremanchawi1228,People from usa should see this,4 years ago,0,people from usa should see this,people usa see
@DeAndreOfficialChannel,7:14 Mark has killed me 😭😂😭😂😭😂💶💴💶💴,4 years ago (edited),0,7 14 mark has killed me,14 mark killed
@DeAndreOfficialChannel,6:43 💴💶💴💶💴 🤣🤣🤣🤣 Mark let’s forget about this men thing,4 years ago (edited),0,6 43 mark let s forget about this men thing,43 mark let forget men thing
@krisplayz3562,Give a thumbs up if you think this video is funny!,4 years ago,0,give a thumbs up if you think this video is funny,give thumbs think video funny
@niceupdate1946,Who still watching 2021,4 years ago,2,who still watching 2021,still watching 2021
@greenfield4414,"No doubt at all,  Mark Angel did miss this guy Denilson; I really missed him for sure!",4 years ago,0,no doubt at all mark angel did miss this guy denilson i really missed him for sure,doubt mark angel miss guy denilson really missed sure
@kenekenechukwu7274,😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,4 years ago,0,,
@monawaramalicol6147,Shu... Shu...😆😆😆😆,4 years ago,0,shu shu,shu shu
