author,comment,time,votes,clean,clean_nostop,polarity,sentiment
@PaciDiscovaa,"Who is here 2022 I can't get enough with this comedy, Denilson was incredible!",3 years ago,1,who is here 2022 i can't get enough with this comedy denilson was incredible,2022 can't get enough comedy denilson incredible,0.45,positive
@shareefa579,2022 now still looking at this video,3 years ago,0,2022 now still looking at this video,2022 still looking video,0.0,neutral
@bioboymama1834,The earth is smelling 😂😂😂,3 years ago (edited),0,the earth is smelling,earth smelling,0.0,neutral
@JArt-draus,He should just shave to eradicate the smell. Easy peasy,3 years ago,0,he should just shave to eradicate the smell easy peasy,shave eradicate smell easy peasy,0.43333333333333335,positive
@ndivhomahumele2427,Anyone here in 2022 🤣🤣,3 years ago (edited),1,anyone here in 2022,anyone 2022,0.0,neutral
@sharandevnair,Anyone here in 2022,3 years ago,1,anyone here in 2022,anyone 2022,0.0,neutral
@lia-wy7vq,Their cuss,3 years ago,0,their cuss,cuss,0.0,neutral
@JordanPorterJ.A.P_Offical,0:34 0:35 0:41 0:42,3 years ago (edited),0,0 34 0 35 0 41 0 42,34 35 41 42,0.0,neutral
@JordanPorterJ.A.P_Offical,0:20 0:21,3 years ago,0,0 20 0 21,20 21,0.0,neutral
@IR09TheSequel,They’re not even gonna point out that Emanuella put chicken shit on his beard,3 years ago (edited),0,they re not even gonna point out that emanuella put chicken shit on his beard,even gonna point emanuella put chicken shit beard,-0.4,negative
@mondayedwin2707,Every thing z smelling 🤣🤣🤣🤣🤣🤣😂😂😂😂😂,3 years ago,0,every thing z smelling,every thing smelling,0.0,neutral
@sulaymansanyang2025,From United States 🤣😅😁🤑😄,3 years ago,0,from united states,united states,0.0,neutral
@tikietokie,Anyone here in 2022? 🥰🥳,3 years ago,0,anyone here in 2022,anyone 2022,0.0,neutral
@sherlinebazile9751,Anyone in 2022👑,3 years ago,0,anyone in 2022,anyone 2022,0.0,neutral
@redblaze28,2022 this still funny,3 years ago,0,2022 this still funny,2022 still funny,0.25,positive
@mr.urlaka4886,Anyone here in 2022 ??😆😆😆,3 years ago,1,anyone here in 2022,anyone 2022,0.0,neutral
@mariamakeita608,"jour video is funny  mi  and  mi mother mi mother 
kan  not forgot jour  tâches
  emanula jour funny  an mark Jou too denilson k brown papa succsus
and succsus",3 years ago,0,jour video is funny mi and mi mother mi mother kan not forgot jour tâches emanula jour funny an mark jou too denilson k brown papa succsus and succsus,jour video funny mi mi mother mi mother kan forgot jour tâches emanula jour funny mark jou denilson brown papa succsus succsus,0.25,positive
@alhajibrahim3745,Shuuuuuuu shu men😎😎😎,3 years ago,0,shuuuuuuu shu men,shuuuuuuu shu men,0.0,neutral
@imanuelnicholas3358,God help  me  stop luchy,3 years ago,0,god help me stop luchy,god help stop luchy,0.0,neutral
@alhajibrahim3745,Shuuuu😂😂😂😂😂,3 years ago,0,shuuuu,shuuuu,0.0,neutral
@Anifooty,Emmanuella is very nice,3 years ago,0,emmanuella is very nice,emmanuella nice,0.78,positive
@privelegesarireni743,I’m here in 2021,3 years ago,0,i m here in 2021,2021,0.0,neutral
@chinkyutshiek2478,Ihope have episode 80 caretaker series HHA,3 years ago,0,ihope have episode 80 caretaker series hha,ihope episode 80 caretaker series hha,0.0,neutral
@mughakachopy2386,Anyone in 2021,3 years ago,0,anyone in 2021,anyone 2021,0.0,neutral
@julisakeen3389,Okay leave the hair and at least dye the beard,3 years ago,0,okay leave the hair and at least dye the beard,okay leave hair least dye beard,0.1,neutral
@jonathankabila1193,Funniest of all your videos this na number one really i deaded i couldnt stop laughing,3 years ago,0,funniest of all your videos this na number one really i deaded i couldnt stop laughing,funniest videos na number one really deaded couldnt stop laughing,0.2,positive
@sugarlipskashrynmejavone5254,"I don't know how many times have this for sure

Am here 2021",3 years ago (edited),1,i don't know how many times have this for sure am here 2021,know many times sure 2021,0.5,positive
@sarahssegawa6781,This guy will me seriously..  The earth is smelling,3 years ago,0,this guy will me seriously the earth is smelling,guy seriously earth smelling,-0.3333333333333333,negative
@keerongoberdan5644,He back,3 years ago,0,he back,back,0.0,neutral
@samurs444,Anyone here in 2021🤣🤣🤣💨,3 years ago,0,anyone here in 2021,anyone 2021,0.0,neutral
@Nagalim-p2t,Anyone again in 2021 november stiill.,3 years ago,0,anyone again in 2021 november stiill,anyone 2021 november stiill,0.0,neutral
@notfizzy8413,Did anyone realize Denison says the n word,3 years ago,1,did anyone realize denison says the n word,anyone realize denison says word,0.0,neutral
@chenjelayikavaza3561,I still come back here And watch my man denilson,3 years ago,0,i still come back here and watch my man denilson,still come back watch man denilson,0.0,neutral
@AM1NE5,🤣🤣 hahahahah,3 years ago,0,hahahahah,hahahahah,0.0,neutral
@keforegenshatha9919,litt👍👍👍👍🇧🇼,3 years ago,0,litt,litt,0.0,neutral
@mauryahillz3329,Anyone here in 2021😅😂,3 years ago,1,anyone here in 2021,anyone 2021,0.0,neutral
@johariaissufo7669,"😁😁😁😁😁 Denilson Igwe killed it  👏🏿👏🏿👏🏿 I wish he didn't leave Mark Angel Comedy Team ☹ He's a great actor 🙂👌🏿

Greetings from Mozambique 🥰",3 years ago,5,denilson igwe killed it i wish he didn't leave mark angel comedy team he's a great actor greetings from mozambique,denilson igwe killed wish leave mark angel comedy team great actor greetings mozambique,0.30000000000000004,positive
@theunitwins772,denilson sweared he said n word he nigga mark,3 years ago,0,denilson sweared he said n word he nigga mark,denilson sweared said word nigga mark,0.0,neutral
@JustMudi4Real,LOOOOOOOOOOOOOOOOOL,4 years ago,0,loooooooooooooooool,loooooooooooooooool,0.0,neutral
@shactirooffical8044,pov; you watching 2021,4 years ago,0,pov you watching 2021,pov watching 2021,0.0,neutral
@adebayomumeen4423,🍔🍕😃🍕🍔,4 years ago,1,,,0.0,neutral
@tofs_,😂😂😂,4 years ago,0,,,0.0,neutral
@ibrahimfirdaws389,😂😂😂😂😂😂😂😂😂😂😂😂,4 years ago,0,,,0.0,neutral
@maiberry314,he really said my n* mark lmao,4 years ago,0,he really said my n mark lmao,really said mark lmao,0.4,positive
@qeenbeeisbla8367,Emanuella is killing me with laughing 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 🤣 🤣🤣🤣🤣🤣,4 years ago,0,emanuella is killing me with laughing,emanuella killing laughing,0.0,neutral
@unikedymutuna5657,Your clof is smelling 🤣🤣🤣🤣,4 years ago,0,your clof is smelling,clof smelling,0.0,neutral
@meshowonly,Denilson and Baze10 together,4 years ago,0,denilson and baze10 together,denilson baze10 together,0.0,neutral
@meshowonly,Yellow chicken poo loooooooool,4 years ago,0,yellow chicken poo loooooooool,yellow chicken poo loooooooool,-0.3,negative
@jhanaymckenzie2974,No mark no trump has killed me o lol,4 years ago,0,no mark no trump has killed me o lol,mark trump killed lol,0.30000000000000004,positive
@adebayomumeen4423,Send me more,4 years ago,0,send me more,send,0.5,positive
@drizzydeluxe,2021 😩☺️😅😂,4 years ago,0,2021,2021,0.0,neutral
@patriciamirekuah1031,Mark Angel me i'm your fan i like your video on youtube,4 years ago,0,mark angel me i'm your fan i like your video on youtube,mark angel fan like video youtube,0.0,neutral
@nate_kams,Who is here 2021 💪🏾❤️❤️😂😂😂😂😂😂😂😂😂😂 you guys are men men 🤣🤣🤣,4 years ago,1,who is here 2021 you guys are men men,2021 guys men men,0.0,neutral
@shanetaylor2989,Who else is here in 2021 👍✋🤣🤣🤣,4 years ago,1,who else is here in 2021,else 2021,0.0,neutral
@robertlangat8306,Anyone here in 2021 🤷,4 years ago,0,anyone here in 2021,anyone 2021,0.0,neutral
@nomatterkambeni5473,What we use to do is Buhari😅😅,4 years ago,0,what we use to do is buhari,use buhari,0.0,neutral
@streetfightergangrayano9206,2021 who 😂,4 years ago,1,2021 who,2021,0.0,neutral
@dramalegend1686,Anyone in 2021,4 years ago,0,anyone in 2021,anyone 2021,0.0,neutral
@phamnguyenhuy2655,6:28 Man City after CL finals,4 years ago,4,6 28 man city after cl finals,28 man city cl finals,0.0,neutral
@riy0ogeohakim98,Mark men ok let’s forget about this men thing🤣🤣🤣🤣🤣,4 years ago,0,mark men ok let s forget about this men thing,mark men ok let forget men thing,0.5,positive
@Bareh843,I miss Dinison,4 years ago,2,i miss dinison,miss dinison,0.0,neutral
@demanchidi5256,"What's going on?
It seems Nigerian government is shutting down social media against Nigerians.
Both Facebook and WhatsApp are not functioning.
Is any other person experiencing it?",4 years ago,0,what's going on it seems nigerian government is shutting down social media against nigerians both facebook and whatsapp are not functioning is any other person experiencing it,what's going seems nigerian government shutting social media nigerians facebook whatsapp functioning person experiencing,-0.08240740740740742,neutral
@allirog,Anyone here in this lockdown?,4 years ago,0,anyone here in this lockdown,anyone lockdown,0.0,neutral
@nomatterkambeni5473,But why you separated guys🤔,4 years ago,0,but why you separated guys,separated guys,0.0,neutral
@kimboi9240,Anyone in 2021 👍✋😂🤣🤣,4 years ago,3,anyone in 2021,anyone 2021,0.0,neutral
@jmmd8439,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂🤣🤣😂🤣😂😂😂🤣😂🤣😂🤣😂😂😂😅😂😂😅😅😅😂😂😂😅😂😅😂😅😂😅,4 years ago,0,,,0.0,neutral
@skellythecharva,0:22 DENILSON SWEARED,4 years ago,1,0 22 denilson sweared,22 denilson sweared,0.0,neutral
@noklangff9855,Anyone 2021❤️,4 years ago,0,anyone 2021,anyone 2021,0.0,neutral
@rosie6017,"The part when he said ``TRUMP HAS KILLED ME OOOO"" I'm dying😂",4 years ago,0,the part when he said trump has killed me oooo i'm dying,part said trump killed oooo dying,-0.2,negative
@kimberlylawson2152,This is so funny🤣,4 years ago,0,this is so funny,funny,0.25,positive
@Imverybored.,Meee!,4 years ago,0,meee,meee,0.0,neutral
@7vn645,Well he got the N card so it's not a problem,4 years ago,0,well he got the n card so it's not a problem,well got card problem,0.0,neutral
@jimmuelabonales9812,"I wish Mark Angel comedy and Denilson Igwe comedy make a collab someday. 2021, still watching this episode.",4 years ago,10,i wish mark angel comedy and denilson igwe comedy make a collab someday 2021 still watching this episode,wish mark angel comedy denilson igwe comedy make collab someday 2021 still watching episode,0.0,neutral
@tiakim3479,Haha Emanuella you are great . 🤣🤣🤣,4 years ago,0,haha emanuella you are great,haha emanuella great,0.5,positive
@rozanneclaudettemoses3509,🤣🤣🤣,4 years ago,0,,,0.0,neutral
@LazCombos,😂😂😂😂,4 years ago,1,,,0.0,neutral
@SATGUNLEN123_,Legend watching in 2021🔥😆🤣,4 years ago,0,legend watching in 2021,legend watching 2021,0.0,neutral
@edithosemwegie7727,God,4 years ago,1,god,god,0.0,neutral
@Bintumanzo,Anyone here from 2021,4 years ago,0,anyone here from 2021,anyone 2021,0.0,neutral
@steve-rk3zb,I love this Esposdes 💗💗💗 Thank you Mark Angel ❤️,4 years ago,2,i love this esposdes thank you mark angel,love esposdes thank mark angel,0.5,positive
@aminarahaman7574,Can anybody check how much men deilson said1000,4 years ago,0,can anybody check how much men deilson said1000,anybody check much men deilson said1000,0.2,positive
@samsonklmkimani5099,Denilson I love you okay . you're talented,4 years ago,0,denilson i love you okay you're talented,denilson love okay talented,0.5666666666666667,positive
@nduduzodludla7506,As for the accent 😂😂,4 years ago,0,as for the accent,accent,0.0,neutral
@PhilaArtistry,My favourite. ❤️❤️❤️❤️😂😂😂😂😂,4 years ago,0,my favourite,favourite,0.0,neutral
@mayy2643,"From philippines baby. Kanye west   
baby.",4 years ago,0,from philippines baby kanye west baby,philippines baby kanye west baby,0.0,neutral
@fatoumatasillah2343,Shu shu men😂😂😂😂😂😂,4 years ago,1,shu shu men,shu shu men,0.0,neutral
@jungkookJEON-oz7le,Anyone here in 2021,4 years ago,0,anyone here in 2021,anyone 2021,0.0,neutral
@Gaani2026,"""Your room is there"" 😂😂",4 years ago,0,your room is there,room,0.0,neutral
@ms.clarinaclair9946,2021..missing Denilson,4 years ago,0,2021 missing denilson,2021 missing denilson,-0.2,negative
@3dtv892,Who else is here from 2021 and miss denilson😥😥😥,4 years ago,0,who else is here from 2021 and miss denilson,else 2021 miss denilson,0.0,neutral
@Sonicfan-qx3sr,"You look like father Christmas that don't have money
That almost killed me 😂😂😂😂",4 years ago,0,you look like father christmas that don't have money that almost killed me,look like father christmas money almost killed,-0.2,negative
@tashaundramuzangaza2297,Donald trump ooh,4 years ago,0,donald trump ooh,donald trump ooh,0.0,neutral
@JusticeMyikweLeague,They just did one collabo,3 years ago,0,they just did one collabo,one collabo,0.0,neutral
@susannawharton2089,😍😍😍😘😘❤❤,4 years ago,0,,,0.0,neutral
@jenniferigboanugo602,Everything is smelling the earth is smelling I die of laughter 😂🤣😀😃😄🤣🤣🤣,4 years ago,0,everything is smelling the earth is smelling i die of laughter,everything smelling earth smelling die laughter,0.0,neutral
@mielle-m8,Its I'm going to call the po - po for me,4 years ago,0,its i'm going to call the po po for me,going call po po,0.0,neutral
@Natey_B,Love from Kenya,4 years ago,1,love from kenya,love kenya,0.5,positive
@favouridechukwuka2390,Daddy Wizkid yesterday Wizkid,4 years ago,0,daddy wizkid yesterday wizkid,daddy wizkid yesterday wizkid,0.0,neutral
@favouridechukwuka2390,Trump trump trump super dancer super dancer super dancer super dancer super dancer,4 years ago,0,trump trump trump super dancer super dancer super dancer super dancer super dancer,trump trump trump super dancer super dancer super dancer super dancer super dancer,0.3333333333333333,positive
@purgeac_yt655,"Oh my n** Mark, you still the same, looking good though 🤣🤣🤣🤣🤣🤣🤣🤣",4 years ago,0,oh my n mark you still the same looking good though,oh mark still looking good though,0.35,positive
@joiyb4523,Yong Man You're Saying Tump Oya Say it Again 😂😂😂,4 years ago,1,yong man you're saying tump oya say it again,yong man saying tump oya say,0.0,neutral
@bediisbedi8965,Funny😂😂😂😂😂😂😂😂😂😂😂😂😊😂😂😂🤣🤣🤣😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,4 years ago,0,funny,funny,0.25,positive
@zankyfancon6085,Anyone here in  2021,4 years ago,0,anyone here in 2021,anyone 2021,0.0,neutral
@konsamloyangambasingh892,Omg!!! Seems yesterday only you have been asking for 1M subscriber. But now you have reached 7.7M subscriber . Kudos😜😜😜,4 years ago,0,omg seems yesterday only you have been asking for 1m subscriber but now you have reached 7 7m subscriber kudos,omg seems yesterday asking 1m subscriber reached 7m subscriber kudos,0.0,neutral
@kadishaleatham2454,Denison  trump is bad,4 years ago,1,denison trump is bad,denison trump bad,-0.6999999999999998,negative
@raven_playz2081,"""THIS IS TRUMP, TRUMP BABY TRUMP!!!",4 years ago,1,this is trump trump baby trump,trump trump baby trump,0.0,neutral
@qhekutoshohe4093,Actually mark angel guy act too much fool......,4 years ago,0,actually mark angel guy act too much fool,actually mark angel guy act much fool,0.1,neutral
@jarvizz-yt9582,emmanuella make denilson make mad haah,4 years ago,0,emmanuella make denilson make mad haah,emmanuella make denilson make mad haah,-0.625,negative
@samueltadesseabebe5463,I can stop laughing 😂😂😂😂😂,4 years ago,0,i can stop laughing,stop laughing,0.0,neutral
@onicasquires,I love watching Mark angel comedy it make me happy and make me laugh when I'm feeling down ❤️❤️❤️💕💕💕💕💕💕,4 years ago,1,i love watching mark angel comedy it make me happy and make me laugh when i'm feeling down,love watching mark angel comedy make happy make laugh feeling,0.36111111111111116,positive
@aaliyah-xtbs,Lol😂,4 years ago,0,lol,lol,0.8,positive
@aaliyah-xtbs,THIS IS  SO FUNNY  LOVE FROM SOMALIA,4 years ago,0,this is so funny love from somalia,funny love somalia,0.375,positive
@jacquelineseay6774,😁😎,4 years ago,0,,,0.0,neutral
@joiyb4523,Wow that is So Funny 😂😂😂,4 years ago,1,wow that is so funny,wow funny,0.175,positive
@Justkaylaplayz,i am in laguhter from watching this,4 years ago,1,i am in laguhter from watching this,laguhter watching,0.0,neutral
@goeyteng1528,Denilson sound like minecraft villager,4 years ago,1,denilson sound like minecraft villager,denilson sound like minecraft villager,0.4,positive
@poisonedxboxyt,DEMONITISATION 101,4 years ago,0,demonitisation 101,demonitisation 101,0.0,neutral
@theaondracawley5441,"Dwl, Trump Denilson the best.",4 years ago,0,dwl trump denilson the best,dwl trump denilson best,1.0,positive
@dianawatiangu1579,Can I chat with Emmanuela,4 years ago,1,can i chat with emmanuela,chat emmanuela,0.0,neutral
@zhorae3508,Watch kanye west baby that is the part 2 and u can like me later,4 years ago,0,watch kanye west baby that is the part 2 and u can like me later,watch kanye west baby part like later,0.0,neutral
@joiyb4523,🎂📱,4 years ago,1,,,0.0,neutral
@abiolaambrose9164,Trump dead,4 years ago,0,trump dead,trump dead,-0.2,negative
@SyamAxylum93,I lovebDenilson wgen he still on Mark team rather than his own comedy.. 😔😔😔,4 years ago,0,i lovebdenilson wgen he still on mark team rather than his own comedy,lovebdenilson wgen still mark team rather comedy,0.6,positive
@renlo1314,"Last time i saw this, i was only laughing about the troll
It's been 2 years now and i'm laughing about the hidden messages in the vid. 
In real life, a mad person is exactly who you look like when trying to imitate and act after a culture that you weren't born with. 
This video, i think, is by far the best one you guys ever made.",4 years ago,1,last time i saw this i was only laughing about the troll it's been 2 years now and i'm laughing about the hidden messages in the vid in real life a mad person is exactly who you look like when trying to imitate and act after a culture that you weren't born with this video i think is by far the best one you guys ever made,last time saw laughing troll years laughing hidden messages vid real life mad person exactly look like trying imitate act culture born video think far best one guys ever made,0.09479166666666666,neutral
@fw.gojo0009,😂😂😂😂😂💩💩,4 years ago,0,,,0.0,neutral
@jhadieboo2283,The earth is smelling,4 years ago,3,the earth is smelling,earth smelling,0.0,neutral
@Platez55,Homemade trump😂😂,4 years ago,0,homemade trump,homemade trump,0.0,neutral
@rinzler387,Ive watched this 'bout a thousand times so 😂😂😂,4 years ago,0,ive watched this 'bout a thousand times so,ive watched 'bout thousand times,0.0,neutral
@frohugo75,Put em back to hospital,4 years ago,0,put em back to hospital,put em back hospital,0.0,neutral
@mahendrasarsambe9394,Please bring back Denilson,4 years ago,0,please bring back denilson,please bring back denilson,0.0,neutral
@nataliomarrime2530,"""Doctor u said u were perceiving it, how come are u not taking the injection!?""",4 years ago,0,doctor u said u were perceiving it how come are u not taking the injection,doctor said perceiving come taking injection,0.0,neutral
@UNZ_TY,Love from ireland your vids are the best,4 years ago,1,love from ireland your vids are the best,love ireland vids best,0.75,positive
@dappiah6,Jesus Loves You!!,4 years ago,0,jesus loves you,jesus loves,0.0,neutral
@nsabimanajeanberchmans4641,You're right,4 years ago,0,you're right,right,0.2857142857142857,positive
@mentallyill12ki80,"Lol I remember the day My cousin came from north America , and he forgot his west African sense after that my mom had to put some serious  sense in him.😂😂🤣",4 years ago,0,lol i remember the day my cousin came from north america and he forgot his west african sense after that my mom had to put some serious sense in him,lol remember day cousin came north america forgot west african sense mom put serious sense,0.15555555555555559,positive
@theylovebrie4,Anyone  here in 2021,4 years ago (edited),2,anyone here in 2021,anyone 2021,0.0,neutral
@Ritathebestedit24,🤣🤣🤣🤣,4 years ago,1,,,0.0,neutral
@Aniah11367,You mean 2021,4 years ago,1,you mean 2021,mean 2021,-0.3125,negative
@rakshitharachu649,"Love from indiaa 😍
The way denilson uncle say shu men shu 😅drives away all my stress 😂😂🤣",4 years ago,14,love from indiaa the way denilson uncle say shu men shu drives away all my stress,love indiaa way denilson uncle say shu men shu drives away stress,0.5,positive
@Horanghae_Junanghae9696,He have said the n words,4 years ago,1,he have said the n words,said words,0.0,neutral
@slowdns3694,How many of you miss denilson,4 years ago,0,how many of you miss denilson,many miss denilson,0.5,positive
@Flarejamstudio1,i had to stop whatching because i was loughing so hard i nearly stopped breathing....the smelling part😂😂😂😅,4 years ago,0,i had to stop whatching because i was loughing so hard i nearly stopped breathing the smelling part,stop whatching loughing hard nearly stopped breathing smelling part,-0.09583333333333334,neutral
@nalyssajoseph5790,The laughing from the background is making it more funny,4 years ago,0,the laughing from the background is making it more funny,laughing background making funny,0.375,positive
@sasmitaaich7552,I am from India I like your video so much,4 years ago,0,i am from india i like your video so much,india like video much,0.2,positive
@justtahagoodthings695,Denilson: Something is Smelling,4 years ago,0,denilson something is smelling,denilson something smelling,0.0,neutral
@elroyhendrickson95,I don't like this 😕 😞 😭😭,4 years ago,0,i don't like this,like,0.0,neutral
@dorothyndonde9339,I actually smelled that chicken poop,4 years ago,0,i actually smelled that chicken poop,actually smelled chicken poop,-0.3,negative
@weslykigen4687,Wat of today,4 years ago,0,wat of today,wat today,0.0,neutral
@karabomphuti1882,Denilson have mad ooooh 😂😂😂,4 years ago,0,denilson have mad ooooh,denilson mad ooooh,-0.625,negative
@rachelsmith3233,this is not we learn in usa i am in usa right now,4 years ago,0,this is not we learn in usa i am in usa right now,learn usa usa right,0.2857142857142857,positive
@NotJules15,"Denilson, this one your hair and beard is rough like this 😂😂😂",4 years ago,2,denilson this one your hair and beard is rough like this,denilson one hair beard rough like,-0.1,neutral
@anshikaa959,"Love you guys

Love from india",4 years ago,0,love you guys love from india,love guys love india,0.5,positive
@miles-iv9np,Why is common instead of come on,4 years ago,0,why is common instead of come on,common instead come,-0.3,negative
@miles-iv9np,Why the subtitles are incorrect,4 years ago (edited),0,why the subtitles are incorrect,subtitles incorrect,0.0,neutral
@chrisahn8483,"The permissible weasel ultrasonically wander because breath endogenously strip a a aboriginal bangladesh. grouchy, silent stove",4 years ago,0,the permissible weasel ultrasonically wander because breath endogenously strip a a aboriginal bangladesh grouchy silent stove,permissible weasel ultrasonically wander breath endogenously strip aboriginal bangladesh grouchy silent stove,0.0,neutral
@jeremymoussaouyi2304,Hahahahahahaahahahahahahha,4 years ago,0,hahahahahahaahahahahahahha,hahahahahahaahahahahahahha,0.0,neutral
@jeremymoussaouyi2304,Ahha,4 years ago,0,ahha,ahha,0.0,neutral
@jeremymoussaouyi2304,Trump,4 years ago,0,trump,trump,0.0,neutral
@jeremymoussaouyi2304,Haha,4 years ago,0,haha,haha,0.2,positive
@barna-rayhumphrey5214,😂😂😂😂😂😂😂😂😂😂😂😂😂,4 years ago,1,,,0.0,neutral
@siphosethumnyakeni5496,This guy is crazy,4 years ago,0,this guy is crazy,guy crazy,-0.6,negative
@judyprecious9353,2021 anyone?,4 years ago,1,2021 anyone,2021 anyone,0.0,neutral
@rovillian3rblx981,Dame do not say nigga it is a racist word,4 years ago,0,dame do not say nigga it is a racist word,dame say nigga racist word,0.0,neutral
@purgeac_yt655,"'' Oh my n** Mark, You look the same looking good though"" 🤣🤣🤣🤣🤣🤣🤣",4 years ago,0,'' oh my n mark you look the same looking good though,'' oh mark look looking good though,0.35,positive
@saskiasinester8736,Emma did it thats why everything is smelling 😂😂 thats too funny,4 years ago,0,emma did it thats why everything is smelling thats too funny,emma thats everything smelling thats funny,0.25,positive
@saskiasinester8736,😂😂,4 years ago,0,,,0.0,neutral
@neillcreates._.06,🤣🤣🤣🤣🤣,4 years ago,0,,,0.0,neutral
@kicreator7036,“Put me down right now!” 😂😂😂,4 years ago,12,put me down right now,put right,0.06507936507936507,neutral
@gamingwithcaleb91,Hey Denilson have run mad ooooooo,4 years ago,0,hey denilson have run mad ooooooo,hey denilson run mad ooooooo,-0.625,negative
@marcenatnadialie884,This is so funny,4 years ago,0,this is so funny,funny,0.25,positive
@jamalcox1569,"Watching from guyana 🇬🇾, very much enjoying it",4 years ago,0,watching from guyana very much enjoying it,watching guyana much enjoying,0.5,positive
@DeAndreOfficialChannel,7:10 hope your not taking injection 🤣🤣🤣🤣🤣,4 years ago,3,7 10 hope your not taking injection,10 hope taking injection,0.0,neutral
@jacquelineseay6774,😁,4 years ago,0,,,0.0,neutral
@lix_jk1736,He's smelly his nose but search everything,4 years ago (edited),1,he's smelly his nose but search everything,smelly nose search everything,0.0,neutral
@namhlaokuhlemngxati9163,Lol,3 years ago,0,lol,lol,0.8,positive
@ajaytawe9948,Anyone here in 2021 🤣😂,4 years ago,0,anyone here in 2021,anyone 2021,0.0,neutral
@sv7gaming160,This is trump baby,4 years ago,0,this is trump baby,trump baby,0.0,neutral
@kebbasjuwarathepanaceapoet6036,We miss Denilson oo,4 years ago,0,we miss denilson oo,miss denilson oo,0.0,neutral
@bukolaidowu1991,You mean Joe Biden,4 years ago,0,you mean joe biden,mean joe biden,-0.3125,negative
@purpelvortex,"""Even this place, something is smelling"" got me 🤣🤣🤣",4 years ago,4,even this place something is smelling got me,even place something smelling got,0.0,neutral
@carolmabetha7523,Denilson igwe and mark angel made a good team.,4 years ago,0,denilson igwe and mark angel made a good team,denilson igwe mark angel made good team,0.7,positive
@katuwilson8125,I like this video. Mark. angel comedy funny,4 years ago,0,i like this video mark angel comedy funny,like video mark angel comedy funny,0.25,positive
@dariking4052,I love this I you’s to watch this with my AFRICAN and ROMANIAN family thank you 🙏 so much mark angel 😇 you make my day 😊😊,4 years ago,1,i love this i you s to watch this with my african and romanian family thank you so much mark angel you make my day,love watch african romanian family thank much mark angel make day,0.2333333333333333,positive
@lise-saskiaashleyjoseph8318,I love when Emmanuella put the poop in uncle Denilson laugh so much 🤣🤣🤣🤣,4 years ago,1,i love when emmanuella put the poop in uncle denilson laugh so much,love emmanuella put poop uncle denilson laugh much,0.3333333333333333,positive
@Godofdavid,Something was smelling 🤣,4 years ago,0,something was smelling,something smelling,0.0,neutral
@richardlindsay448,😂😂😂😂😂😂😂😂😂😂☝🏾🇯🇲✊🏿,4 years ago,0,,,0.0,neutral
@butterflies7197,This man did not just call Mark the N-word,4 years ago,0,this man did not just call mark the n word,man call mark word,0.0,neutral
@ceciliaahenkoraadarkwa3525,🎂🚗😙😘😃🥰😄😜☺️😳😊❤️🎈🥫🚗❣️👌🙏💕😘🍾🥂🎂💩😊💜🎉🎁😃💖☺️💓💯👍😍💗🏡🥰😄🥰😳😳🎸💞👋😂🏘️,4 years ago,0,,,0.0,neutral
@keyuant,0:21 what the f*ck did u say?,4 years ago,0,0 21 what the f ck did u say,21 ck say,0.0,neutral
@JoshuaFreirezDoesMinecraft,"The spotless tail simulteneously stain because finger aesthetically miss than a verdant engineer. rebel, craven buffer",4 years ago,0,the spotless tail simulteneously stain because finger aesthetically miss than a verdant engineer rebel craven buffer,spotless tail simulteneously stain finger aesthetically miss verdant engineer rebel craven buffer,0.0,neutral
@johnsonharry4231,This is the last time we r seeing Denilson,4 years ago,0,this is the last time we r seeing denilson,last time seeing denilson,0.0,neutral
@shivaarjeeawon8806,0:22 ummmm wat tha hell!?,4 years ago,1,0 22 ummmm wat tha hell,22 ummmm wat tha hell,0.0,neutral
@cyber_acebgbmgo1333,Fun fact: people who ae not foreigners they only know is wassup man,4 years ago,0,fun fact people who ae not foreigners they only know is wassup man,fun fact people ae foreigners know wassup man,0.15,positive
@cyber_acebgbmgo1333,This is actually so true right now im filipino and im from philippines and also my cousin acts like a america the this is one of my reasons why i dont wanna come to united states of america its because when ever we will se a black dude he wil start saying Wassup my homie wassup my nigga he learn those in gta v,4 years ago,0,this is actually so true right now im filipino and im from philippines and also my cousin acts like a america the this is one of my reasons why i dont wanna come to united states of america its because when ever we will se a black dude he wil start saying wassup my homie wassup my nigga he learn those in gta v,actually true right im filipino im philippines also cousin acts like america one reasons dont wanna come united states america ever se black dude wil start saying wassup homie wassup nigga learn gta,0.15634920634920635,positive
@stevenpaulponaganti8624,So glad to see Denilson Back,4 years ago,0,so glad to see denilson back,glad see denilson back,0.25,positive
@ruthannrussell9600,It has been two years and I am still watching this comedy 😂😂,4 years ago,52,it has been two years and i am still watching this comedy,two years still watching comedy,0.0,neutral
@dashadnottage699,Ha😂,4 years ago,0,ha,ha,0.0,neutral
@cjoseph29654,its the nigga mark for for mr anyone in2021 watching.,4 years ago,0,its the nigga mark for for mr anyone in2021 watching,nigga mark mr anyone in2021 watching,0.0,neutral
